CustomerID,Age,Gender,Region,SubscriptionType,MonthlyCharge,TenureMonths,DataUsageGB,VoiceMinutes,SMSCount,CustomerSatisfaction,SupportTickets,DeviceType,ContractType,PaymentMethod,LastInteraction,Churn,ServiceCalls,PromotionsOpted,Installations,Revenue,Expenses,Profit,MarketShare,EmployeeCount,NewSubscriptions,Cancellations,NetPromoterScore,CustomerLoyaltyIndex,TechnicalIssuesReported,ResolutionTimeDays,DowntimeHours,UptimePercentage,CompetitorOffers,AdCampaigns,SocialMediaMentions,ReferralRate,CustomerLifetimeValue,CustomerAcquisitionCost,R&DSpending
508,61,Female,South,Premium,68.97,176,433.41,6539,168,4,45,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,56,3,2,20638.89,6330.92,786.04,37.31,6519,607,126,39,86,11,24,30,99.95,5,10,1171,96.16,29966.18,4470.48,96118.58
509,21,Male,West,Premium,100.06,190,330.35,9304,81,7,36,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,77,4,2,38693.74,36259.54,34304.65,83.11,5002,669,454,-66,10,83,19,3,97.97,6,18,2209,47.93,41418.54,1455.34,605736.6
510,30,Female,North,Basic,34.44,139,388.44,4757,92,3,1,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,1,81,8,3,14053.69,28925.06,24101.76,21.65,1675,415,419,-77,33,93,17,93,90.69,4,1,5830,94.04,29316.0,2939.7,330897.97
511,54,Female,West,Premium,22.19,148,150.39,3953,830,6,39,Desktop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,25,5,4,49194.31,2743.91,30202.98,97.93,9398,488,224,3,16,49,23,12,92.17,0,2,6985,98.65,13294.28,3840.44,732544.82
512,19,Female,West,Premium,29.95,230,128.66,8662,216,8,3,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,31,3,4,47354.13,38725.21,24915.18,54.69,4656,590,201,88,65,60,4,19,98.5,0,9,2141,4.42,12748.9,668.55,243312.44
513,67,Male,South,Enterprise,208.02,78,332.21,3000,672,2,42,Desktop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,30,6,0,48429.32,26603.36,1617.64,57.24,9047,684,82,45,38,4,8,15,92.35,2,15,3178,40.86,20457.66,2027.56,65165.71
514,18,Female,North,Premium,60.56,186,281.58,4577,891,2,20,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,24,3,4,98809.39,16013.08,44267.25,23.52,6737,695,115,77,15,27,12,13,99.82,4,6,3237,22.66,30000.63,2824.83,376421.51
515,57,Female,West,Enterprise,153.5,196,252.83,9971,688,8,43,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,1,48,7,1,3311.45,9790.76,45783.21,33.34,4710,454,222,80,34,97,18,98,93.91,7,13,2235,36.78,29733.86,534.77,752236.71
516,42,Male,North,Premium,137.88,37,88.63,5159,739,4,21,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,8,1,4,35618.28,43162.32,23500.79,1.89,9733,119,341,10,88,90,25,84,90.07,8,18,7957,97.19,11775.1,321.73,295364.07
517,54,Female,West,Premium,276.79,4,115.32,5803,924,5,16,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,84,3,2,65844.92,39338.22,44180.48,10.76,9984,394,324,21,80,48,21,27,96.91,2,6,7052,85.65,4326.13,1421.36,112226.73
518,53,Female,West,Enterprise,282.57,164,274.86,1888,409,8,10,Mobile,Annual,PayPal,2022-10-11 22:09:37.540106944,0,47,0,1,20256.06,26520.53,45078.71,0.76,8910,644,206,-66,72,78,23,83,93.91,8,8,7612,20.73,49163.1,4759.84,856856.74
519,23,Female,South,Basic,251.37,200,204.96,1148,669,4,0,Desktop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,1,5,3,71973.81,15543.43,40468.37,12.41,7850,445,50,30,66,6,10,94,95.99,6,12,349,48.53,42121.63,3235.13,348173.39
520,24,Female,West,Premium,238.94,75,481.26,5264,156,4,29,Desktop,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,75,3,3,13644.5,8068.47,49260.87,97.88,769,431,150,-27,42,66,11,83,95.04,3,3,4628,75.87,11430.54,721.44,335951.72
521,21,Male,West,Premium,254.53,85,276.41,5140,215,4,8,Desktop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,97,2,1,45557.27,4506.51,8382.3,63.09,2842,577,330,11,78,8,22,94,93.9,6,2,717,2.03,5008.71,3692.25,563129.99
522,52,Female,West,Enterprise,280.43,93,215.86,8475,504,3,40,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,10,0,4,67192.61,37122.44,22183.24,85.98,2099,807,278,64,7,0,14,97,98.27,6,16,6783,89.18,47718.23,742.85,579725.25
523,58,Male,East,Enterprise,178.54,73,475.3,6357,958,6,13,Desktop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,35,4,4,12544.73,12470.53,20640.92,2.81,6736,26,270,25,56,44,16,21,97.75,0,11,2722,80.22,32003.36,4196.81,751119.75
524,51,Female,North,Basic,145.33,9,45.81,2758,585,5,4,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,1,43,8,1,91920.41,19234.67,45781.12,16.55,7171,643,102,29,42,63,14,81,99.67,1,6,3122,34.38,10059.53,1819.42,548755.35
525,46,Female,South,Basic,254.21,210,135.89,1815,877,3,3,Laptop,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,7,4,3,36036.58,5497.4,9263.06,37.24,9574,229,364,86,85,12,18,67,94.65,1,10,8975,6.69,25946.68,1931.21,282174.58
526,22,Female,South,Basic,141.46,210,173.2,6896,585,5,2,Mobile,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,1,69,4,2,87967.59,46469.12,38650.46,1.07,4337,186,342,-37,69,19,6,23,93.18,5,16,5925,98.8,19980.69,1361.93,489012.19
527,44,Female,South,Premium,99.95,125,426.75,8935,202,1,2,Mobile,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,14,1,3,73155.9,36613.98,8698.9,57.48,2776,608,419,-45,1,55,12,14,97.7,8,5,9908,18.02,30059.03,4143.51,946381.07
528,50,Female,West,Premium,157.82,198,383.21,1719,277,8,5,Desktop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,24,4,3,18246.46,44155.87,37574.19,9.11,5712,913,334,-39,74,0,2,55,94.16,7,14,9084,64.45,18310.25,4230.17,76741.97
529,63,Male,North,Enterprise,121.17,224,152.36,3615,918,2,41,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,20,8,2,92698.26,2562.06,36501.23,73.44,4188,887,366,-57,32,83,28,98,90.51,3,3,6021,44.23,38697.19,907.73,79607.25
530,69,Male,East,Enterprise,182.22,222,436.28,2100,636,9,9,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,42,2,4,32205.97,4416.75,29304.95,49.38,5526,90,101,-25,72,5,4,17,97.61,9,11,1999,46.06,25552.69,930.33,76976.23
531,27,Male,East,Enterprise,160.3,188,31.28,1661,475,6,48,Tablet,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,5,4,1,49507.7,13864.76,13047.1,56.12,5948,778,493,-80,6,96,26,66,94.94,2,12,8537,40.13,6668.83,3217.62,279506.76
532,23,Female,South,Basic,169.4,209,246.73,7048,516,3,10,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,47,1,4,72165.38,905.2,39082.68,79.41,5984,409,197,-95,9,64,17,86,96.33,3,16,3506,95.89,7896.58,2245.11,251931.66
533,51,Male,North,Basic,31.62,186,327.34,824,822,9,3,Laptop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,61,3,3,92937.44,9292.8,43608.32,47.73,9642,543,496,-64,50,58,17,57,98.98,4,6,856,28.43,7026.56,3310.91,740550.18
534,25,Female,East,Basic,86.69,117,156.1,2218,231,6,27,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,1,35,0,1,32234.24,15383.14,1970.93,75.87,4071,169,344,7,47,30,13,63,92.16,5,8,4545,94.5,46489.3,3887.58,300400.12
535,48,Male,South,Premium,112.65,87,34.59,4095,780,6,39,Laptop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,79,9,0,87634.61,10324.1,40066.68,4.43,5673,960,141,-44,29,63,16,15,90.28,4,7,8401,69.44,15080.72,144.43,305572.0
536,26,Male,East,Premium,48.61,228,128.58,1755,193,6,27,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,64,2,2,15462.69,31594.63,21018.26,74.05,5442,805,259,82,76,83,12,6,90.87,2,16,1334,10.81,32319.88,2658.36,619311.15
537,38,Male,East,Enterprise,187.58,51,241.89,1763,652,2,23,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,15,6,4,88300.51,19569.85,25709.46,0.59,4716,758,425,99,18,99,9,85,94.31,9,3,8093,90.11,43037.39,2956.73,837131.34
538,25,Female,North,Basic,67.34,100,159.05,4729,148,1,33,Tablet,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,70,8,2,80380.22,11890.14,2070.82,52.55,6086,741,178,78,27,27,16,75,91.84,6,11,4877,93.1,9943.78,1702.9,983106.95
539,21,Male,South,Premium,60.59,81,207.84,9510,141,5,20,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,94,5,4,33465.46,26082.06,5129.25,51.06,256,288,58,-42,20,77,15,75,95.92,7,2,1431,49.77,618.8,1655.47,196387.26
540,39,Female,East,Basic,156.48,118,46.56,6628,756,4,7,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,13,5,3,29548.31,13976.29,15384.86,2.57,5629,396,42,63,68,17,21,51,97.65,1,6,7524,32.68,43944.57,106.34,14045.77
541,45,Male,West,Premium,142.35,156,7.14,6806,26,5,26,Desktop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,99,1,1,75405.93,29667.81,28347.79,16.58,2115,108,9,-94,11,37,12,70,96.48,1,6,6936,98.58,36164.92,2554.85,512203.16
542,62,Female,West,Basic,198.38,97,438.81,3977,705,4,22,Tablet,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,8,5,1,33034.0,24379.23,43445.12,56.51,1632,364,434,-67,80,49,29,87,93.54,3,0,1194,8.21,39410.83,4434.39,891808.04
543,21,Female,East,Premium,291.61,48,39.06,89,883,9,7,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,52,3,3,74857.87,4980.11,43327.28,59.53,5189,552,416,-97,39,68,19,18,94.25,3,2,3324,64.32,21970.86,4654.4,447996.1
544,56,Female,North,Premium,31.34,195,146.41,6879,353,3,47,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,95,7,2,66174.76,20435.92,47920.56,31.74,6715,32,424,45,4,93,5,13,91.09,0,5,9962,19.67,39691.57,3578.22,239977.94
545,38,Female,North,Premium,157.73,12,332.02,472,517,9,34,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,37,4,4,60182.29,7075.7,854.48,46.16,4410,567,193,75,49,17,7,88,98.63,7,17,8243,10.84,45422.73,1351.36,947403.15
546,25,Female,East,Premium,248.21,83,422.25,5040,686,7,46,Laptop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,28,3,4,28946.33,15645.68,20929.75,6.36,4166,685,383,-24,47,96,22,71,98.1,0,11,1574,19.4,25387.16,2195.96,440199.72
547,37,Female,North,Enterprise,117.46,217,160.63,6110,970,8,47,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,77,2,3,64689.59,27709.56,49468.46,71.9,6809,245,354,-51,79,43,12,37,94.73,6,10,1146,54.94,43235.89,4168.41,298982.46
548,49,Female,North,Basic,134.3,25,326.03,8397,291,3,46,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,1,77,0,4,52330.99,30226.3,27117.04,85.31,9952,792,453,-47,92,83,25,98,92.33,3,12,419,43.91,40188.5,4043.34,520735.43
549,18,Female,West,Premium,51.48,129,236.07,8632,104,4,12,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,93,7,4,3707.75,36458.67,15771.11,19.05,1032,489,311,-89,85,82,6,3,92.02,6,4,9926,60.29,39890.16,4642.27,356363.4
550,23,Female,South,Premium,167.86,110,25.51,5785,409,7,19,Desktop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,15,7,1,91280.21,32971.86,40951.66,27.58,3256,418,301,36,86,71,2,50,99.69,3,6,8359,44.43,42971.27,2681.13,202232.75
551,45,Female,South,Basic,34.25,189,204.18,7785,47,2,19,Mobile,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,1,28,3,3,49363.87,22740.55,24691.52,5.68,6309,807,35,-51,7,82,12,82,90.84,1,7,6236,97.56,43299.71,2670.33,928572.93
552,61,Male,East,Premium,104.6,201,14.92,7556,512,2,44,Laptop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,17,7,0,87908.78,38067.02,22972.76,13.39,4945,926,149,-76,99,1,12,23,99.93,3,0,4762,39.4,26365.12,3432.53,739800.6
553,48,Female,East,Premium,206.89,88,482.1,9218,149,5,44,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,36,6,1,2669.81,1896.13,34839.38,40.59,9835,822,436,56,81,62,1,97,90.68,1,1,1638,5.1,13339.56,2401.86,671714.57
554,27,Male,East,Basic,229.96,2,381.09,5458,647,8,22,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,16,2,4,78570.58,47397.45,5666.26,80.17,5883,307,85,-68,5,50,13,53,99.42,2,17,4624,30.91,40442.92,4652.43,709767.2
555,37,Male,West,Enterprise,95.0,94,169.65,5898,770,8,2,Desktop,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,1,50,5,1,95446.72,12367.98,19564.8,47.87,9285,687,155,-17,59,12,19,69,98.44,9,12,5844,42.91,31677.35,2496.31,736778.45
556,25,Female,West,Enterprise,171.25,48,117.37,6832,644,6,14,Tablet,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,4,5,4,34430.67,34876.02,29822.07,18.44,9710,749,269,-54,57,2,2,47,92.17,2,15,5306,94.72,28227.85,555.83,980222.13
557,39,Male,North,Premium,166.61,103,200.16,3611,696,1,4,Desktop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,76,5,4,60851.01,15224.39,34955.52,85.31,9570,35,52,-28,16,95,21,94,98.22,8,14,3209,56.27,29394.98,1606.28,27408.27
558,55,Female,West,Enterprise,224.73,231,158.08,3100,369,3,14,Mobile,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,79,6,3,1188.49,34669.81,2216.97,60.42,5944,577,123,20,24,86,26,25,96.79,9,12,5108,88.55,14536.89,1990.58,484436.55
559,46,Female,South,Enterprise,129.08,237,185.4,4216,890,2,30,Desktop,Annual,Credit Card,2022-10-11 22:09:37.540106944,1,10,1,1,37085.51,23667.02,4725.6,7.31,6973,108,380,-11,33,49,20,53,90.14,4,15,2879,13.72,29790.8,1400.22,302633.28
560,26,Male,West,Premium,111.53,179,459.36,4566,34,3,30,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,31,4,4,37628.5,12980.09,12737.25,70.58,5249,379,200,44,82,9,20,3,95.83,1,8,1711,64.44,47495.51,3251.75,338351.68
561,61,Female,East,Premium,53.47,210,202.26,3297,510,4,21,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,11,7,2,91117.7,45708.59,24270.8,89.79,8826,642,349,10,12,46,7,8,90.46,3,18,6871,63.56,21978.37,2632.66,883412.7
562,64,Male,South,Enterprise,143.45,212,370.7,5751,54,5,16,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,92,2,3,34264.3,12065.7,26476.98,26.55,2916,506,62,63,80,35,28,9,95.29,5,6,8903,26.93,32214.93,4949.14,648319.49
563,18,Male,North,Premium,109.72,126,78.41,3721,22,7,18,Tablet,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,26,6,3,77138.86,4566.5,19974.6,30.34,9422,979,149,26,63,90,14,88,92.9,9,6,2178,39.55,39228.89,1952.26,169604.13
564,58,Male,South,Premium,74.86,218,266.84,8046,207,9,32,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,83,4,3,88454.17,3084.9,3128.13,28.6,5075,729,442,26,9,38,15,49,94.48,8,18,4576,89.48,15668.5,2828.62,112947.33
565,69,Male,West,Enterprise,65.63,127,246.87,5099,405,2,49,Laptop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,3,7,3,89457.08,16158.52,26344.69,75.46,8878,761,51,3,34,62,29,44,93.07,4,4,2968,97.49,25375.89,1546.25,105946.32
566,56,Female,West,Basic,112.35,198,295.62,1435,386,6,17,Mobile,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,67,7,4,44032.64,7443.26,3374.87,91.77,6260,9,233,-44,55,42,2,30,93.09,6,16,1118,50.92,1855.24,648.29,557435.68
567,43,Female,North,Enterprise,241.62,239,339.94,3056,847,2,10,Mobile,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,78,2,4,96429.74,13284.63,16938.2,3.96,3057,904,359,-65,96,49,28,75,94.03,5,2,9710,77.87,32183.88,4803.93,773877.09
568,28,Female,East,Enterprise,239.7,86,430.51,8675,820,4,9,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,1,85,9,4,97379.82,49601.98,31584.17,10.83,7728,956,1,-71,89,6,7,62,92.46,9,6,4325,50.89,20812.8,1491.56,65713.2
569,69,Male,North,Enterprise,294.02,35,114.98,8197,279,1,30,Desktop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,14,7,3,82662.24,24388.19,15966.44,15.38,320,482,41,-22,25,80,14,2,96.88,0,1,650,97.02,26350.41,4096.11,540777.39
570,52,Female,North,Premium,137.51,226,190.77,4315,350,1,4,Desktop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,40,8,2,89396.4,32149.39,4532.71,36.78,121,637,246,9,58,5,6,48,91.65,1,2,208,90.01,27238.33,3141.95,596937.22
571,41,Male,North,Enterprise,268.41,39,28.59,3786,173,6,44,Desktop,Annual,Credit Card,2022-10-11 22:09:37.540106944,1,24,1,0,9368.21,46364.34,27013.59,28.35,759,815,376,38,31,57,3,84,90.82,5,10,7665,79.26,42879.58,1168.49,17358.2
572,50,Male,North,Premium,281.43,128,312.09,6049,764,5,33,Tablet,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,4,3,0,43653.94,1804.0,7894.22,53.64,9254,630,330,44,36,80,27,47,90.46,0,11,2965,85.6,2920.78,3821.08,37654.91
573,37,Male,West,Basic,121.46,220,467.38,8688,829,9,33,Mobile,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,73,8,0,39138.47,22656.47,45875.33,10.21,1253,513,454,31,95,28,21,11,90.06,3,9,8532,8.03,37617.51,2217.13,461937.2
574,44,Male,East,Enterprise,156.77,106,198.1,4887,246,4,15,Desktop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,20,0,0,20728.38,40573.14,15624.97,84.1,8921,132,67,-79,76,72,4,96,92.02,0,6,1232,33.29,34222.07,854.13,383362.12
575,32,Male,South,Basic,115.06,230,485.88,2404,753,1,2,Laptop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,23,1,1,33247.79,44221.74,21260.96,64.6,1467,325,15,-70,12,38,2,28,96.89,0,5,9836,88.81,45115.05,4065.4,594416.6
576,50,Male,East,Enterprise,50.08,50,298.94,9278,786,9,40,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,45,0,2,26566.84,42431.6,30531.34,97.76,7665,152,489,55,82,79,22,37,90.54,1,18,2804,62.36,29717.4,2633.49,738232.65
577,69,Female,East,Premium,132.59,133,105.62,2504,283,8,16,Laptop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,7,4,4,64251.13,18742.25,29651.2,81.52,9900,933,368,3,39,41,9,38,98.72,0,2,4401,85.06,43079.99,4559.93,69059.42
578,24,Female,North,Basic,289.74,212,264.76,6392,210,6,13,Tablet,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,24,9,3,31900.88,11320.43,49835.47,10.58,1304,901,450,38,74,57,23,54,96.37,3,11,1552,21.43,23916.21,313.38,688298.62
579,51,Female,East,Enterprise,250.25,52,320.02,3574,649,7,21,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,93,5,3,30545.76,38934.78,1024.81,41.47,7787,51,308,-45,70,43,25,35,99.13,1,10,4585,86.07,2578.56,2308.11,785189.43
580,62,Male,North,Basic,233.31,34,333.14,6477,453,8,11,Tablet,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,2,6,4,17949.05,13455.71,20271.61,34.94,5770,839,217,-4,60,87,9,10,90.24,4,4,199,98.3,23236.46,1092.08,728814.2
581,68,Male,South,Premium,48.26,86,319.02,2807,482,8,17,Tablet,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,41,3,1,25442.03,9547.86,7444.05,26.8,1239,490,64,-91,25,28,8,63,96.81,6,5,5494,96.24,31937.83,3404.35,209340.65
582,63,Female,North,Premium,23.02,133,94.81,3085,122,8,47,Mobile,Annual,PayPal,2022-10-11 22:09:37.540106944,0,71,4,3,60002.88,4504.55,46880.21,5.86,353,760,42,-7,7,45,8,25,99.86,4,4,7762,62.86,34431.78,4774.52,447047.79
583,59,Female,South,Enterprise,59.19,180,104.16,1774,23,7,38,Laptop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,50,1,3,63713.99,25571.59,48339.26,1.95,3880,540,179,23,8,4,10,53,93.77,2,13,2407,26.72,40302.73,2399.48,173998.12
584,22,Female,East,Enterprise,128.89,218,120.73,6964,839,3,37,Mobile,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,7,7,4,42883.52,46203.92,16979.42,39.72,3312,629,132,79,48,80,26,91,94.26,7,1,1280,96.98,47725.59,107.53,865225.19
585,47,Male,North,Basic,277.9,126,366.5,1406,414,9,10,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,4,0,3,70128.42,15102.79,31088.89,20.18,1093,579,171,-80,37,70,3,84,98.13,1,14,6324,77.0,3250.77,1851.51,668074.74
586,45,Female,West,Premium,57.34,72,249.68,4931,359,7,41,Tablet,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,31,8,1,17366.72,38428.1,7204.37,67.04,9379,766,160,56,45,86,11,58,93.79,8,2,3913,95.6,18092.44,2753.75,807441.64
587,35,Female,South,Premium,180.3,185,335.63,1325,363,1,2,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,47,9,3,55773.95,5037.34,44194.66,58.57,1978,397,16,-54,1,91,8,77,98.32,0,17,7506,21.44,17576.89,4091.89,583403.67
588,53,Male,East,Enterprise,170.02,127,399.68,1515,137,1,23,Laptop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,27,7,0,67046.08,8910.69,21784.7,65.31,7983,677,14,19,67,49,1,90,96.02,2,13,9172,26.89,11802.41,1284.37,698082.64
589,20,Male,South,Premium,65.04,37,282.03,2678,466,9,6,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,11,5,1,63933.08,15770.26,26250.5,14.86,4449,192,89,52,71,47,10,22,94.04,7,4,1675,39.32,32732.67,4181.94,695936.44
590,38,Female,North,Premium,241.95,52,235.57,3797,276,2,20,Laptop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,71,8,0,53024.51,14264.42,7651.87,55.63,1702,139,214,-68,23,54,28,54,91.46,5,8,3456,84.37,6556.2,2039.25,333970.3
591,63,Female,West,Premium,29.76,224,201.26,9995,592,8,20,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,1,1,2,0,13147.37,27239.11,42937.16,14.14,1370,629,366,39,99,33,13,67,99.6,9,14,2825,96.94,17579.8,4449.24,243668.37
592,33,Male,South,Basic,42.05,62,268.13,7722,243,6,38,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,45,4,0,7709.84,3732.09,27428.27,33.1,2644,340,381,-37,87,26,2,22,92.53,5,6,9736,2.61,984.6,3949.32,869391.96
593,54,Male,South,Basic,256.83,190,74.79,3760,109,9,5,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,55,1,3,33558.06,41316.31,36999.91,8.3,488,316,404,96,2,66,18,29,92.21,0,14,5317,50.88,49270.09,1500.55,836783.37
594,59,Male,South,Basic,116.9,112,393.22,1037,619,2,49,Tablet,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,86,5,3,42770.46,23597.11,21917.92,60.22,7476,571,381,-89,81,13,19,63,90.82,6,5,5611,21.47,44291.99,4664.04,751936.17
595,22,Male,East,Premium,295.54,195,456.38,1184,982,4,5,Tablet,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,21,1,1,21021.71,29239.44,27020.36,74.75,4304,353,185,-73,15,63,2,57,96.27,2,3,2494,41.25,8953.11,391.1,747533.05
596,67,Female,West,Enterprise,86.18,186,406.18,3275,913,3,16,Tablet,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,30,3,1,25343.24,17537.96,4802.7,99.48,9209,157,155,68,14,75,27,44,93.82,2,6,3921,81.05,13267.8,4267.92,24653.16
597,68,Female,West,Enterprise,272.13,154,410.95,3303,476,6,12,Desktop,Annual,Credit Card,2022-10-11 22:09:37.540106944,1,27,2,4,1152.28,5901.42,28063.69,9.43,576,854,259,-87,75,14,5,0,91.27,0,1,2825,93.59,16190.14,2772.28,462656.92
598,31,Female,West,Enterprise,180.67,141,414.7,4968,476,8,22,Tablet,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,1,28,7,3,17306.05,11432.33,19216.5,78.77,5814,474,182,-42,17,10,8,76,96.66,7,9,6095,23.65,17856.09,217.76,567475.21
599,48,Female,South,Basic,130.15,190,87.82,1986,812,6,15,Laptop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,60,2,2,5569.4,11034.08,45168.2,58.52,4221,327,53,28,53,73,23,79,97.04,7,3,9030,71.38,21799.31,3810.67,457001.44
600,63,Female,South,Premium,235.42,122,497.91,9902,401,3,39,Desktop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,47,5,4,49758.19,14312.71,31215.03,4.9,7594,481,273,64,32,25,23,10,91.25,6,0,4411,40.65,38464.68,3547.01,190806.43
601,41,Male,South,Basic,255.16,126,328.59,8266,553,7,4,Tablet,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,84,8,2,71178.25,46651.09,14066.18,22.71,7563,166,465,-64,55,10,24,75,98.23,0,1,8331,50.04,32826.38,1366.33,685561.37
602,52,Male,South,Basic,107.53,134,210.46,6065,777,2,39,Desktop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,65,5,3,80366.83,12650.51,7864.99,39.25,1835,612,182,-25,61,26,28,81,98.05,1,0,1286,51.1,46945.96,2003.28,764845.12
603,53,Female,North,Enterprise,153.53,164,444.01,5719,23,5,17,Tablet,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,52,4,3,64945.98,21310.41,34537.63,10.74,79,17,5,49,37,17,12,71,99.49,3,14,9055,27.06,46103.78,3561.22,684460.78
